time	V(drain)	Id(M1)
0.000000000000000e+000	2.000000e+000	3.187396e-004
9.765624940649698e-012	1.996889e+000	3.186332e-004
1.953124988129940e-011	1.993778e+000	3.185695e-004
3.738839262991600e-010	1.880934e+000	3.172892e-004
7.282366027170205e-010	1.769158e+000	3.156452e-004
1.082589279134881e-009	1.658449e+000	3.136374e-004
1.436941955552742e-009	1.548808e+000	3.112660e-004
1.791294631970602e-009	1.440234e+000	3.085307e-004
2.145647308388463e-009	1.332727e+000	3.054318e-004
2.499999984806323e-009	1.226288e+000	3.019691e-004
4.640371280258672e-009	6.201585e-001	2.518722e-004
5.725680757017270e-009	3.634002e-001	1.943487e-004
6.564652510948435e-009	2.236860e-001	1.365038e-004
7.603698210412562e-009	1.099926e-001	7.470395e-005
8.102243896979430e-009	7.451691e-002	5.274384e-005
8.566676671385739e-009	5.342546e-002	3.852799e-005
9.114942756897717e-009	3.604656e-002	2.638526e-005
9.716599126325549e-009	2.301092e-002	1.704335e-005
1.026432593363049e-008	1.512996e-002	1.129021e-005
1.079606612837037e-008	1.007940e-002	7.556685e-006
1.130475364181160e-008	6.839074e-003	5.142659e-006
1.182980721196311e-008	4.615557e-003	3.477561e-006
1.245160113198919e-008	2.908905e-003	2.194976e-006
1.315128968379520e-008	1.727739e-003	1.305097e-006
1.398349317029163e-008	9.313161e-004	7.040113e-007
1.494785048192060e-008	4.554475e-004	3.444459e-007
1.614814396515497e-008	1.886743e-004	1.427289e-007
1.764430258286206e-008	6.304791e-005	4.770148e-008
1.967644803175314e-008	1.441134e-005	1.090420e-008
2.256249924067909e-008	1.541135e-006	1.166119e-009
3.655866977738047e-008	8.176214e-009	6.187051e-012
9.640934345273750e-004	7.945034e-016	4.440892e-016
9.992496845273725e-004	-6.565789e-014	0.000000e+000
1.000000000000000e-003	-2.863092e-013	0.000000e+000
