time	V(drain)	V(drain)/Id(M1)
1.204206249948856e-008	1.097223e-001	2.464878e+003
1.233503124948857e-008	9.733592e-002	2.427889e+003
1.262799999948857e-008	8.619839e-002	2.395099e+003
1.292096874948857e-008	7.621498e-002	2.366077e+003
1.321393749948857e-008	6.729161e-002	2.340426e+003
1.350690624948858e-008	5.933640e-002	2.317785e+003
1.379987499948858e-008	5.226096e-002	2.297825e+003
1.409284374948858e-008	4.598135e-002	2.280248e+003
1.438581249948858e-008	4.041868e-002	2.264785e+003
1.467878124948858e-008	3.549951e-002	2.251194e+003
1.497174999948858e-008	3.115605e-002	2.239256e+003
1.526471874948858e-008	2.732614e-002	2.228780e+003
1.555768749948858e-008	2.395314e-002	2.219592e+003
1.585065624948858e-008	2.098574e-002	2.211538e+003
1.614362499948857e-008	1.837763e-002	2.204482e+003
1.643659374948857e-008	1.608724e-002	2.198303e+003
1.672956249948857e-008	1.407736e-002	2.192893e+003
1.702253124948856e-008	1.231478e-002	2.188160e+003
1.731549999948856e-008	1.076997e-002	2.184019e+003
1.760846874948856e-008	9.416694e-003	2.180397e+003
1.790143749948856e-008	8.231742e-003	2.177231e+003
1.819440624948855e-008	7.194582e-003	2.174463e+003
1.848737499948855e-008	6.287088e-003	2.172043e+003
1.878034374948855e-008	5.493289e-003	2.169929e+003
1.907331249948854e-008	4.799122e-003	2.168082e+003
1.936628124948854e-008	4.192223e-003	2.166468e+003
1.965924999948854e-008	3.661727e-003	2.165059e+003
1.995221874948854e-008	3.198098e-003	2.163827e+003
2.024518749948853e-008	2.792969e-003	2.162752e+003
2.053815624948853e-008	2.439008e-003	2.161812e+003
2.083112499948853e-008	2.129788e-003	2.160992e+003
2.112409374948853e-008	1.859681e-003	2.160276e+003
2.141706249948852e-008	1.623762e-003	2.159651e+003
2.171003124948852e-008	1.417719e-003	2.159104e+003
2.210065624948852e-008	1.183022e-003	2.158482e+003
2.249128124948851e-008	9.871305e-004	2.157964e+003
2.288190624948851e-008	8.236429e-004	2.157531e+003
2.327253124948850e-008	6.872092e-004	2.157169e+003
2.366315624948850e-008	5.733594e-004	2.156868e+003
2.415143749948850e-008	4.571781e-004	2.156561e+003
2.463971874948849e-008	3.645284e-004	2.156315e+003
2.522565624948849e-008	2.777751e-004	2.156086e+003
2.581159374948848e-008	2.116627e-004	2.155911e+003
2.649518749948847e-008	1.541381e-004	2.155758e+003
2.727643749948847e-008	1.072728e-004	2.155635e+003
2.825299999948846e-008	6.818726e-005	2.155531e+003
2.952253124948844e-008	3.783295e-005	2.155451e+003
3.128034374948848e-008	1.673511e-005	2.155395e+003
3.430768749948855e-008	4.107083e-006	2.155361e+003
4.671003124948886e-008	1.300426e-008	2.155351e+003
9.817487499949010e-008	1.617197e-018	1.000000e+308
9.993268749949014e-008	1.603642e-018	1.000000e+308
1.000000000000000e-007	1.571399e-018	1.000000e+308
Step Information: Vdd=1.6  (Run: 12/14)
0.000000000000000e+000	1.600000e+000	1.025365e+004
9.765624960978488e-016	1.600000e+000	1.025485e+004
1.953124992195698e-015	1.600000e+000	1.025525e+004
3.936593749488534e-009	9.976439e-001	6.661686e+003
5.792062499488532e-009	7.235280e-001	4.980143e+003
6.670968749488531e-009	5.974137e-001	4.228366e+003
7.256906249488530e-009	5.159280e-001	3.781902e+003
7.745187499488532e-009	4.508066e-001	3.469946e+003
8.233468749488536e-009	3.894450e-001	3.216015e+003
8.721749999488539e-009	3.328185e-001	3.007872e+003
9.210031249488543e-009	2.815374e-001	2.835066e+003
9.600656249488546e-009	2.445651e-001	2.717909e+003
9.991281249488549e-009	2.112305e-001	2.616933e+003
1.038190624948855e-008	1.814685e-001	2.530186e+003
1.077253124948855e-008	1.551385e-001	2.455940e+003
1.106549999948856e-008	1.375251e-001	2.407516e+003
1.135846874948856e-008	1.216308e-001	2.364638e+003
1.165143749948856e-008	1.073463e-001	2.326748e+003
1.194440624948856e-008	9.455710e-002	2.293329e+003
1.223737499948857e-008	8.314607e-002	2.263903e+003
1.253034374948857e-008	7.299680e-002	2.238035e+003
1.282331249948857e-008	6.399552e-002	2.215330e+003
1.311628124948857e-008	5.603296e-002	2.195426e+003
1.340924999948857e-008	4.900555e-002	2.178000e+003
1.370221874948858e-008	4.281631e-002	2.162760e+003
1.399518749948858e-008	3.737534e-002	2.149444e+003
1.428815624948858e-008	3.260003e-002	2.137820e+003
1.458112499948858e-008	2.841503e-002	2.127682e+003
1.487409374948859e-008	2.475208e-002	2.118844e+003
1.516706249948858e-008	2.154969e-002	2.111145e+003
1.546003124948858e-008	1.875275e-002	2.104442e+003
1.575299999948858e-008	1.631207e-002	2.098609e+003
1.604596874948857e-008	1.418389e-002	2.093534e+003
1.633893749948857e-008	1.232947e-002	2.089122e+003
1.663190624948857e-008	1.071453e-002	2.085286e+003
1.692487499948857e-008	9.308871e-003	2.081953e+003
1.721784374948856e-008	8.085920e-003	2.079056e+003
1.751081249948856e-008	7.022348e-003	2.076541e+003
1.780378124948856e-008	6.097698e-003	2.074356e+003
1.809674999948855e-008	5.294064e-003	2.072458e+003
1.838971874948855e-008	4.595787e-003	2.070811e+003
1.868268749948855e-008	3.989193e-003	2.069381e+003
1.897565624948855e-008	3.462346e-003	2.068140e+003
1.926862499948854e-008	3.004841e-003	2.067063e+003
1.956159374948854e-008	2.607609e-003	2.066127e+003
1.985456249948854e-008	2.262755e-003	2.065316e+003
2.014753124948853e-008	1.963405e-003	2.064612e+003
2.044049999948853e-008	1.703581e-003	2.064001e+003
2.073346874948853e-008	1.478082e-003	2.063471e+003
2.102643749948853e-008	1.282388e-003	2.063011e+003
2.131940624948852e-008	1.112571e-003	2.062612e+003
2.171003124948852e-008	9.205657e-004	2.062161e+003
2.210065624948852e-008	7.616677e-004	2.061787e+003
2.249128124948851e-008	6.301771e-004	2.061478e+003
2.288190624948851e-008	5.213730e-004	2.061223e+003
2.337018749948850e-008	4.113798e-004	2.060965e+003
2.385846874948850e-008	3.245831e-004	2.060761e+003
2.434674999948849e-008	2.560943e-004	2.060600e+003
2.493268749948849e-008	1.926989e-004	2.060451e+003
2.561628124948848e-008	1.382809e-004	2.060324e+003
2.639753124948847e-008	9.463410e-005	2.060221e+003
2.737409374948847e-008	5.890407e-005	2.060137e+003
2.864362499948845e-008	3.180260e-005	2.060074e+003
3.049909374948846e-008	1.291885e-005	2.060029e+003
3.381940624948854e-008	2.576919e-006	2.060005e+003
7.463971874948953e-008	6.350848e-015	2.043334e+003
9.817487499949010e-008	1.050101e-018	1.000000e+308
9.993268749949014e-008	1.071272e-018	1.000000e+308
1.000000000000000e-007	1.121629e-018	1.000000e+308
Step Information: Vdd=1.7  (Run: 13/14)
0.000000000000000e+000	1.700000e+000	9.839940e+003
9.765624960978488e-016	1.700000e+000	9.841093e+003
1.953124992195698e-015	1.700000e+000	9.841476e+003
3.838937499488534e-009	1.049523e+000	6.327817e+003
5.596749999488532e-009	7.618212e-001	4.731753e+003
6.377999999488531e-009	6.374730e-001	4.062197e+003
6.866281249488531e-009	5.618500e-001	3.684874e+003
7.354562499488530e-009	4.890243e-001	3.364995e+003
7.842843749488533e-009	4.204187e-001	3.107926e+003
8.331124999488537e-009	3.572558e-001	2.899746e+003
8.819406249488540e-009	3.002801e-001	2.728264e+003
9.210031249488543e-009	2.593913e-001	2.612706e+003
9.600656249488546e-009	2.227035e-001	2.513645e+003
9.991281249488549e-009	1.901260e-001	2.429026e+003
1.028424999948855e-008	1.682839e-001	2.373940e+003
1.057721874948855e-008	1.485506e-001	2.325255e+003
1.087018749948856e-008	1.308066e-001	2.282324e+003
1.116315624948856e-008	1.149213e-001	2.244549e+003
1.145612499948856e-008	1.007574e-001	2.211377e+003
1.174909374948856e-008	8.817478e-002	2.182303e+003
1.204206249948856e-008	7.703438e-002	2.156864e+003
1.233503124948857e-008	6.720069e-002	2.134641e+003
1.262799999948857e-008	5.854403e-002	2.115256e+003
1.292096874948857e-008	5.094203e-002	2.098368e+003
1.321393749948857e-008	4.428064e-002	2.083671e+003
1.350690624948858e-008	3.845470e-002	2.070896e+003
1.379987499948858e-008	3.336807e-002	2.059800e+003
1.409284374948858e-008	2.893359e-002	2.050172e+003
1.438581249948858e-008	2.507273e-002	2.041823e+003
1.467878124948858e-008	2.171517e-002	2.034587e+003
1.497174999948858e-008	1.879825e-002	2.028319e+003
1.526471874948858e-008	1.626638e-002	2.022894e+003
1.555768749948858e-008	1.407042e-002	2.018198e+003
1.585065624948858e-008	1.216709e-002	2.014136e+003
1.614362499948857e-008	1.051835e-002	2.010624e+003
1.643659374948857e-008	9.090867e-003	2.007587e+003
1.672956249948857e-008	7.855499e-003	2.004962e+003
1.702253124948856e-008	6.786798e-003	2.002694e+003
1.731549999948856e-008	5.862583e-003	2.000735e+003
1.760846874948856e-008	5.063550e-003	1.999042e+003
1.790143749948856e-008	4.372914e-003	1.997580e+003
1.819440624948855e-008	3.776099e-003	1.996317e+003
1.848737499948855e-008	3.260456e-003	1.995227e+003
1.878034374948855e-008	2.815015e-003	1.994285e+003
1.907331249948854e-008	2.430273e-003	1.993472e+003
1.936628124948854e-008	2.097999e-003	1.992770e+003
1.965924999948854e-008	1.811067e-003	1.992165e+003
1.995221874948854e-008	1.563312e-003	1.991641e+003
2.024518749948853e-008	1.349401e-003	1.991190e+003
2.053815624948853e-008	1.164724e-003	1.990801e+003
2.083112499948853e-008	1.005295e-003	1.990464e+003
2.112409374948853e-008	8.676684e-004	1.990174e+003
2.151471874948852e-008	7.129968e-004	1.989847e+003
2.190534374948852e-008	5.858800e-004	1.989580e+003
2.229596874948851e-008	4.814146e-004	1.989359e+003
2.268659374948851e-008	3.955681e-004	1.989178e+003
2.317487499948851e-008	3.094490e-004	1.988997e+003
2.366315624948850e-008	2.420740e-004	1.988854e+003
2.424909374948850e-008	1.802895e-004	1.988724e+003
2.493268749948849e-008	1.278362e-004	1.988614e+003
2.571393749948848e-008	8.629746e-005	1.988526e+003
2.669049999948847e-008	5.280434e-005	1.988456e+003
2.796003124948846e-008	2.788265e-005	1.988403e+003
2.981549999948845e-008	1.096449e-005	1.988368e+003
3.342878124948853e-008	1.780822e-006	1.988348e+003
9.817487499949010e-008	1.614192e-019	1.000000e+308
9.993268749949014e-008	1.468209e-019	1.000000e+308
1.000000000000000e-007	1.120979e-019	1.000000e+308
Step Information: Vdd=1.8  (Run: 14/14)
0.000000000000000e+000	1.800000e+000	9.508067e+003
9.765624960978488e-016	1.800000e+000	9.509181e+003
1.953124992195698e-015	1.800000e+000	9.509551e+003
3.741281249488534e-009	1.105182e+000	6.077948e+003
5.401437499488532e-009	8.071356e-001	4.567389e+003
6.182687499488531e-009	6.706973e-001	3.897732e+003
6.670968749488531e-009	5.878615e-001	3.524819e+003
7.061593749488530e-009	5.239354e-001	3.271550e+003
7.549874999488531e-009	4.484055e-001	3.014815e+003
8.038156249488534e-009	3.790782e-001	2.808875e+003
8.428781249488537e-009	3.286736e-001	2.671387e+003
8.819406249488540e-009	2.829970e-001	2.553784e+003
9.210031249488543e-009	2.420883e-001	2.453350e+003
9.502999999488545e-009	2.144828e-001	2.387958e+003
9.795968749488547e-009	1.894259e-001	2.330158e+003
1.008893749948855e-008	1.668069e-001	2.279194e+003
1.038190624948855e-008	1.464931e-001	2.234367e+003
1.067487499948855e-008	1.283364e-001	2.195028e+003
1.096784374948856e-008	1.121784e-001	2.160582e+003
1.126081249948856e-008	9.785669e-002	2.130482e+003
1.155378124948856e-008	8.520848e-002	2.104229e+003
1.184674999948856e-008	7.407477e-002	2.081370e+003
1.213971874948857e-008	6.430297e-002	2.061498e+003
1.243268749948857e-008	5.574894e-002	2.044246e+003
1.272565624948857e-008	4.827833e-002	2.029288e+003
1.301862499948857e-008	4.176737e-002	2.016333e+003
1.331159374948857e-008	3.610308e-002	2.005125e+003
1.360456249948858e-008	3.118321e-002	1.995435e+003
1.389753124948858e-008	2.691592e-002	1.987064e+003
1.419049999948858e-008	2.321915e-002	1.979839e+003
1.448346874948858e-008	2.002006e-002	1.973605e+003
1.477643749948858e-008	1.725420e-002	1.968229e+003
1.506940624948858e-008	1.486483e-002	1.963597e+003
1.536237499948858e-008	1.280215e-002	1.959605e+003
1.565534374948858e-008	1.102257e-002	1.956167e+003
1.594831249948857e-008	9.488039e-003	1.953207e+003
1.624128124948857e-008	8.165415e-003	1.950658e+003
1.653424999948857e-008	7.025882e-003	1.948465e+003
1.682721874948857e-008	6.044426e-003	1.946578e+003
1.712018749948856e-008	5.199367e-003	1.944954e+003
1.741315624948856e-008	4.471930e-003	1.943558e+003
1.770612499948856e-008	3.845881e-003	1.942356e+003
1.799909374948856e-008	3.307189e-003	1.941323e+003
1.829206249948855e-008	2.843739e-003	1.940435e+003
1.858503124948855e-008	2.445078e-003	1.939671e+003
1.887799999948855e-008	2.102188e-003	1.939014e+003
1.917096874948854e-008	1.807297e-003	1.938449e+003
1.946393749948854e-008	1.553710e-003	1.937964e+003
1.975690624948854e-008	1.335658e-003	1.937547e+003
2.004987499948854e-008	1.148172e-003	1.937188e+003
2.034284374948853e-008	9.869788e-004	1.936879e+003
2.063581249948853e-008	8.483962e-004	1.936614e+003
2.092878124948853e-008	7.292582e-004	1.936386e+003
2.131940624948852e-008	5.960011e-004	1.936131e+003
2.171003124948852e-008	4.870823e-004	1.935923e+003
2.210065624948852e-008	3.980605e-004	1.935753e+003
2.258893749948851e-008	3.092950e-004	1.935583e+003
2.307721874948851e-008	2.403190e-004	1.935451e+003
2.366315624948850e-008	1.775325e-004	1.935331e+003
2.434674999948849e-008	1.246925e-004	1.935230e+003
2.512799999948849e-008	8.326744e-005	1.935151e+003
2.610456249948848e-008	5.026442e-005	1.935088e+003
2.737409374948847e-008	2.607796e-005	1.935041e+003
2.922956249948845e-008	9.994152e-006	1.935010e+003
3.284284374948852e-008	1.543843e-006	1.934994e+003
9.817487499949010e-008	7.259063e-019	1.000000e+308
9.993268749949014e-008	7.100333e-019	1.000000e+308
1.000000000000000e-007	6.722784e-019	1.000000e+308
