time	V(drain)	Id(M1)
0.000000000000000e+000	1.250000e+000	9.701028e-005
9.765624960978488e-016	1.250000e+000	9.699891e-005
1.953124992195698e-015	1.250000e+000	9.699512e-005
1.050653459748355e-009	1.148338e+000	9.623875e-005
2.101304966371718e-009	1.047779e+000	9.536643e-005
3.151956472995081e-009	9.483217e-001	9.437815e-005
4.202607979618444e-009	8.499667e-001	9.327393e-005
5.253259486241807e-009	7.527138e-001	9.205376e-005
6.303910992865170e-009	6.565632e-001	9.071763e-005
7.354562499488530e-009	5.615147e-001	8.926556e-005
7.717285713774247e-009	5.290251e-001	8.870445e-005
8.080008928059965e-009	4.970418e-001	8.784463e-005
8.442732142345681e-009	4.655650e-001	8.668611e-005
8.805455356631398e-009	4.345945e-001	8.522889e-005
9.168178570917114e-009	4.041305e-001	8.347297e-005
9.530901785202832e-009	3.741728e-001	8.141835e-005
9.893624999488548e-009	3.447215e-001	7.906502e-005
1.021449553520284e-008	3.195974e-001	7.632133e-005
1.053536607091712e-008	2.955439e-001	7.339524e-005
1.085623660663141e-008	2.725609e-001	7.028675e-005
1.117710714234570e-008	2.506485e-001	6.699588e-005
1.149797767805999e-008	2.298066e-001	6.352260e-005
1.181884821377428e-008	2.100353e-001	5.986694e-005
1.213971874948857e-008	1.913345e-001	5.602888e-005
1.248849107091714e-008	1.726077e-001	5.189990e-005
1.283726339234571e-008	1.551857e-001	4.790959e-005
1.318603571377429e-008	1.390685e-001	4.405797e-005
1.353480803520286e-008	1.242562e-001	4.034503e-005
1.388358035663144e-008	1.107487e-001	3.677076e-005
1.423235267806001e-008	9.854608e-002	3.333518e-005
1.458112499948858e-008	8.764827e-002	3.003827e-005
1.487409374948858e-008	7.933662e-002	2.750305e-005
1.516706249948858e-008	7.163282e-002	2.512042e-005
1.546003124948858e-008	6.453689e-002	2.289039e-005
1.575299999948857e-008	5.804882e-002	2.081295e-005
1.604596874948857e-008	5.216861e-002	1.888811e-005
1.633893749948857e-008	4.689626e-002	1.711586e-005
1.663190624948857e-008	4.223178e-002	1.549620e-005
1.689697321377428e-008	3.836796e-002	1.415342e-005
1.716204017805999e-008	3.478670e-002	1.290122e-005
1.742710714234570e-008	3.148802e-002	1.173959e-005
1.769217410663142e-008	2.847190e-002	1.066854e-005
1.795724107091713e-008	2.573836e-002	9.688063e-006
1.822230803520284e-008	2.328738e-002	8.798158e-006
1.848737499948855e-008	2.111897e-002	7.998827e-006
1.875244196377426e-008	1.913528e-002	7.267144e-006
1.901750892805997e-008	1.730199e-002	6.588922e-006
1.928257589234568e-008	1.561910e-002	5.964160e-006
1.954764285663140e-008	1.408661e-002	5.392857e-006
1.981270982091711e-008	1.270452e-002	4.875015e-006
2.007777678520282e-008	1.147283e-002	4.410633e-006
2.034284374948853e-008	1.039155e-002	3.999711e-006
2.059395982091710e-008	9.450357e-003	3.642142e-006
2.084507589234567e-008	8.578862e-003	3.310579e-006
2.109619196377424e-008	7.777065e-003	3.005024e-006
2.134730803520281e-008	7.044966e-003	2.725476e-006
2.159842410663138e-008	6.382564e-003	2.471934e-006
2.184954017805995e-008	5.789860e-003	2.244400e-006
2.210065624948852e-008	5.266855e-003	2.042873e-006
2.235177232091708e-008	4.786763e-003	1.857878e-006
2.260288839234565e-008	4.342531e-003	1.686579e-006
2.285400446377422e-008	3.934161e-003	1.528975e-006
2.310512053520279e-008	3.561651e-003	1.385066e-006
2.335623660663136e-008	3.225002e-003	1.254853e-006
2.360735267805993e-008	2.924213e-003	1.138335e-006
2.385846874948850e-008	2.659286e-003	1.035513e-006
2.413748660663135e-008	2.391544e-003	9.315905e-007
2.441650446377421e-008	2.145548e-003	8.360732e-007
2.469552232091706e-008	1.921297e-003	7.489607e-007
2.497454017805992e-008	1.718791e-003	6.702532e-007
2.525355803520277e-008	1.538030e-003	5.999505e-007
2.553257589234563e-008	1.379015e-003	5.380527e-007
2.581159374948848e-008	1.241745e-003	4.845598e-007
2.611851339234562e-008	1.105286e-003	4.313877e-007
2.642543303520276e-008	9.807362e-004	3.828475e-007
2.673235267805990e-008	8.680953e-004	3.389392e-007
2.703927232091704e-008	7.673633e-004	2.996628e-007
2.734619196377418e-008	6.785404e-004	2.650183e-007
2.765311160663132e-008	6.016264e-004	2.350056e-007
2.796003124948846e-008	5.366214e-004	2.096249e-007
2.835065624948846e-008	4.637120e-004	1.811600e-007
2.874128124948846e-008	3.983295e-004	1.556319e-007
2.913190624948846e-008	3.404739e-004	1.330404e-007
2.952253124948846e-008	2.901453e-004	1.133855e-007
2.991315624948847e-008	2.473437e-004	9.666737e-008
3.030378124948846e-008	2.120690e-004	8.288586e-008
3.069440624948847e-008	1.843212e-004	7.204102e-008
3.126639285663134e-008	1.501005e-004	5.866818e-008
3.183837946377421e-008	1.203441e-004	4.703965e-008
3.241036607091708e-008	9.505208e-005	3.715542e-008
3.298235267805995e-008	7.422439e-005	2.901549e-008
3.355433928520283e-008	5.786104e-005	2.261987e-008
3.412632589234569e-008	4.596204e-005	1.796855e-008
3.469831249948856e-008	3.852737e-005	1.506153e-008
3.582833482091716e-008	2.727746e-005	1.066367e-008
3.695835714234576e-008	1.802612e-005	7.047098e-009
3.808837946377436e-008	1.077337e-005	4.211805e-009
3.921840178520296e-008	5.519191e-006	2.157792e-009
4.034842410663156e-008	2.263592e-006	8.850592e-010
4.147844642806016e-008	1.006573e-006	3.936073e-010
4.260846874948876e-008	1.748132e-006	6.834359e-010
9.827253124949010e-008	5.956496e-016	2.675234e-019
9.993268749949014e-008	3.076827e-016	8.917669e-020
1.000000000000000e-007	2.995718e-016	8.917669e-020
