time	V(drain)	Id(M1)
0.000000000000000e+000	9.000000e-001	5.783148e-005
9.765624940649698e-012	8.994355e-001	5.781489e-005
1.953124988129940e-011	8.988709e-001	5.780603e-005
1.445312491216156e-009	8.170962e-001	5.718166e-005
2.871093732551012e-009	7.368289e-001	5.635960e-005
4.296874973885869e-009	6.580691e-001	5.533983e-005
5.722656215220724e-009	5.808168e-001	5.412237e-005
7.148437456555580e-009	5.050720e-001	5.270721e-005
8.574218697890438e-009	4.308348e-001	5.109436e-005
9.999999939225290e-009	3.581050e-001	4.928380e-005
1.315061521622319e-008	2.111217e-001	4.103809e-005
1.545905567870834e-008	1.266265e-001	3.064700e-005
1.778733778506515e-008	6.900299e-002	1.925046e-005
2.026936734239361e-008	3.092331e-002	9.574588e-006
2.141026102902158e-008	2.040426e-002	6.537414e-006
2.243177264886446e-008	1.467464e-002	4.764191e-006
2.374395429732113e-008	9.588145e-003	3.148162e-006
2.497171313591937e-008	6.351938e-003	2.101774e-006
2.627800189607356e-008	4.117316e-003	1.369407e-006
2.770280046143134e-008	2.572738e-003	8.587299e-007
2.938605657515700e-008	1.478659e-003	4.947930e-007
3.131062556939196e-008	7.839200e-004	2.627558e-007
3.364788295793679e-008	3.643572e-004	1.222525e-007
3.647292979812874e-008	1.446656e-004	4.856816e-008
4.015296111701077e-008	4.403136e-005	1.478690e-008
4.508618500129003e-008	8.762225e-006	2.942973e-009
5.248930679169094e-008	6.306720e-007	2.118356e-010
9.664648625129999e-004	-9.473216e-018	0.000000e+000
9.996679875129975e-004	1.532817e-015	1.035671e-017
1.000000000000000e-003	2.346505e-015	1.387779e-017
