time	V(drain)	Id(M1)
0.000000000000000e+000	7.500000e-001	2.113874e-005
9.765624960978488e-016	7.500000e-001	2.113626e-005
1.953124992195698e-015	7.499999e-001	2.113544e-005
3.143287388319782e-009	6.839480e-001	2.083164e-005
6.286572823514572e-009	6.190526e-001	2.050221e-005
9.429858258709363e-009	5.553138e-001	2.014716e-005
1.257314369390415e-008	4.927317e-001	1.976649e-005
1.571642912909894e-008	4.313061e-001	1.936020e-005
1.885971456429373e-008	3.710372e-001	1.892828e-005
2.200299999948852e-008	3.119248e-001	1.847074e-005
2.310512053520279e-008	2.915361e-001	1.829407e-005
2.420724107091707e-008	2.715270e-001	1.805714e-005
2.530936160663134e-008	2.518976e-001	1.775997e-005
2.641148214234562e-008	2.326478e-001	1.740255e-005
2.751360267805990e-008	2.137776e-001	1.698488e-005
2.861572321377417e-008	1.952871e-001	1.650696e-005
2.971784374948844e-008	1.771761e-001	1.596879e-005
3.059674999948846e-008	1.632576e-001	1.540760e-005
3.147565624948849e-008	1.499639e-001	1.479957e-005
3.235456249948851e-008	1.372949e-001	1.414472e-005
3.323346874948853e-008	1.252508e-001	1.344303e-005
3.411237499948855e-008	1.138314e-001	1.269451e-005
3.499128124948857e-008	1.030368e-001	1.189917e-005
3.587018749948859e-008	9.286701e-002	1.105699e-005
3.673514285663147e-008	8.370642e-002	1.023284e-005
3.760009821377435e-008	7.519090e-002	9.436835e-006
3.846505357091723e-008	6.732047e-002	8.668964e-006
3.933000892806010e-008	6.009511e-002	7.929231e-006
4.019496428520299e-008	5.351483e-002	7.217635e-006
4.105991964234586e-008	4.757962e-002	6.534177e-006
4.192487499948874e-008	4.228950e-002	5.878857e-006
4.266427232091733e-008	3.819361e-002	5.368520e-006
4.340366964234592e-008	3.440392e-002	4.890034e-006
4.414306696377451e-008	3.092041e-002	4.443399e-006
4.488246428520310e-008	2.774308e-002	4.028614e-006
4.562186160663168e-008	2.487194e-002	3.645679e-006
4.636125892806028e-008	2.230699e-002	3.294594e-006
4.710065624948887e-008	2.004821e-002	2.975360e-006
4.779820089234603e-008	1.810649e-002	2.700937e-006
4.849574553520318e-008	1.631417e-002	2.446184e-006
4.919329017806034e-008	1.467124e-002	2.211102e-006
4.989083482091751e-008	1.317771e-002	1.995690e-006
5.058837946377467e-008	1.183358e-002	1.799948e-006
5.128592410663183e-008	1.063884e-002	1.623876e-006
5.198346874948898e-008	9.593505e-003	1.467475e-006
5.269496428520328e-008	8.623862e-003	1.322451e-006
5.340645982091759e-008	7.732497e-003	1.188784e-006
5.411795535663189e-008	6.919412e-003	1.066473e-006
5.482945089234620e-008	6.184606e-003	9.555195e-007
5.554094642806050e-008	5.528080e-003	8.559222e-007
5.625244196377481e-008	4.949832e-003	7.676815e-007
5.696393749948911e-008	4.449864e-003	6.907974e-007
5.771728571377483e-008	3.970646e-003	6.171501e-007
5.847063392806057e-008	3.532410e-003	5.497196e-007
5.922398214234630e-008	3.135157e-003	4.885059e-007
5.997733035663203e-008	2.778887e-003	4.335089e-007
6.073067857091777e-008	2.463600e-003	3.847288e-007
6.148402678520350e-008	2.189296e-003	3.421654e-007
6.223737499948923e-008	1.955975e-003	3.058188e-007
6.313023214234639e-008	1.709769e-003	2.674834e-007
6.402308928520356e-008	1.487475e-003	2.328528e-007
6.491594642806073e-008	1.289093e-003	2.019269e-007
6.580880357091789e-008	1.114624e-003	1.747059e-007
6.670166071377505e-008	9.640678e-004	1.511895e-007
6.759451785663221e-008	8.374241e-004	1.313779e-007
6.848737499948938e-008	7.346928e-004	1.152711e-007
6.970110267806084e-008	6.145604e-004	9.644806e-008
7.091483035663229e-008	5.087000e-004	7.985800e-008
7.212855803520376e-008	4.171116e-004	6.550096e-008
7.334228571377521e-008	3.397951e-004	5.337694e-008
7.455601339234667e-008	2.767507e-004	4.348594e-008
7.576974107091813e-008	2.279783e-004	3.582796e-008
7.698346874948959e-008	1.934778e-004	3.040299e-008
7.899239732091820e-008	1.473800e-004	2.316100e-008
8.100132589234683e-008	1.084451e-004	1.704405e-008
8.301025446377544e-008	7.667298e-005	1.205215e-008
8.501918303520407e-008	5.206373e-005	8.185303e-009
8.702811160663268e-008	3.461734e-005	5.443503e-009
8.903704017806131e-008	2.433379e-005	3.826752e-009
9.104596874948993e-008	2.121309e-005	3.335050e-009
9.827253124949010e-008	6.810279e-006	1.070733e-009
9.993268749949014e-008	5.245624e-006	8.247368e-010
1.000000000000000e-007	5.190190e-006	8.160213e-010
