time	V(drain)	Id(M1)
0.000000000000000e+000	5.000000e-001	1.338575e-006
9.765624940649698e-012	4.999869e-001	1.338295e-006
1.953124988129940e-011	4.999739e-001	1.338194e-006
2.287388378955607e-008	4.697838e-001	1.312465e-006
4.572823632923084e-008	4.402839e-001	1.287179e-006
6.858258886890562e-008	4.114741e-001	1.262336e-006
9.143694140858038e-008	3.833545e-001	1.237937e-006
1.142912939482552e-007	3.559249e-001	1.213980e-006
1.371456464879299e-007	3.291855e-001	1.190466e-006
1.599999990276046e-007	3.031362e-001	1.167395e-006
3.199999980552093e-007	1.318899e-001	9.559018e-007
4.074478556137697e-007	5.337106e-002	6.989022e-007
4.562965579202105e-007	2.227956e-002	4.289829e-007
4.867188506110915e-007	1.072616e-002	2.441183e-007
5.082845169673862e-007	6.164956e-003	1.484458e-007
5.261040498249127e-007	3.957394e-003	9.751980e-008
5.485129090977030e-007	2.278955e-003	5.705414e-008
5.711463023025422e-007	1.289221e-003	3.260256e-008
6.000321929547371e-007	6.262694e-004	1.594014e-008
6.309602802094370e-007	2.861090e-004	7.309665e-009
6.726661692145603e-007	1.024524e-004	2.622612e-009
7.228115462591121e-007	2.878898e-005	7.376937e-010
7.983378326338046e-007	4.458858e-006	1.142960e-010
9.701157122523410e-004	0.000000e+000	0.000000e+000
9.994125872523384e-004	0.000000e+000	0.000000e+000
1.000000000000000e-003	0.000000e+000	0.000000e+000
