time	V(drain)	Id(M1)
0.000000000000000e+000	6.500000e-001	1.007014e-005
9.765624940649698e-012	6.499017e-001	1.006861e-005
1.953124988129940e-011	6.498033e-001	1.006788e-005
5.731026750884139e-009	5.931994e-001	9.878556e-006
1.144252225188698e-008	5.378163e-001	9.677655e-006
1.715401775288982e-008	4.836543e-001	9.465178e-006
2.286551325389266e-008	4.307131e-001	9.241124e-006
2.857700875489550e-008	3.789929e-001	9.005493e-006
3.428850425589834e-008	3.284936e-001	8.758286e-006
3.999999975690116e-008	2.792153e-001	8.499503e-006
5.481477882495515e-008	1.593207e-001	7.294104e-006
6.525897794658674e-008	8.895575e-002	5.609536e-006
7.277519286300961e-008	5.265560e-002	3.963612e-006
8.228440893073508e-008	2.302598e-002	1.993613e-006
8.640260504162846e-008	1.499187e-002	1.363371e-006
8.980867961225046e-008	1.093157e-002	1.011229e-006
9.399650059584399e-008	7.449817e-003	6.985565e-007
9.864386644581929e-008	4.817912e-003	4.565948e-007
1.037438359145663e-007	2.969440e-003	2.835574e-007
1.093628788958338e-007	1.739983e-003	1.670044e-007
1.158714190181028e-007	9.384995e-004	9.038064e-008
1.235096305304526e-007	4.555775e-004	4.396588e-008
1.328825759713983e-007	1.887306e-004	1.823583e-008
1.446672992724188e-007	6.258672e-005	6.051228e-009
1.604861186676328e-007	1.426596e-005	1.379709e-009
2.201597969604594e-007	-6.121542e-008	-5.921598e-012
9.671332218519190e-004	0.000000e+000	0.000000e+000
9.993597843519165e-004	-3.126478e-022	0.000000e+000
1.000000000000000e-003	-1.035228e-021	0.000000e+000
