time	V(drain)	Id(M1)
0.000000000000000e+000	9.000000e-001	4.140670e-005
9.765624940649698e-012	8.995957e-001	4.139921e-005
1.953124988129940e-011	8.991915e-001	4.139495e-005
1.445312491216156e-009	8.404716e-001	4.103577e-005
2.871093732551012e-009	7.825303e-001	4.063035e-005
4.296874973885869e-009	7.253677e-001	4.017870e-005
5.722656215220724e-009	6.689837e-001	3.968081e-005
7.148437456555580e-009	6.133782e-001	3.913669e-005
8.574218697890438e-009	5.585514e-001	3.854633e-005
9.999999939225290e-009	5.045033e-001	3.790974e-005
1.638913971543612e-008	2.761268e-001	3.233890e-005
2.026915270994674e-008	1.589015e-001	2.522100e-005
2.311337491188866e-008	9.704883e-002	1.808865e-005
2.681576925359766e-008	4.421343e-002	9.418332e-006
2.849270990393459e-008	2.893455e-002	6.480771e-006
2.990520588098193e-008	2.094996e-002	4.781760e-006
3.160465192570301e-008	1.426086e-002	3.303491e-006
3.351008061658818e-008	9.105450e-003	2.134746e-006
3.525055982946572e-008	5.986587e-003	1.414240e-006
3.705685168879291e-008	3.903415e-003	9.266033e-007
3.910587978891038e-008	2.412738e-003	5.747053e-007
4.148433657132753e-008	1.380282e-003	3.295718e-007
4.426658423429398e-008	7.179772e-004	1.717066e-007
4.759046404852724e-008	3.296997e-004	7.892606e-008
5.169358948874745e-008	1.269354e-004	3.040344e-008
5.699005807075862e-008	3.731279e-005	8.939565e-009
6.425319987571991e-008	6.866449e-006	1.645286e-009
9.396542371846000e-008	-3.473837e-008	-8.324835e-012
9.661042560964129e-004	-2.763869e-017	0.000000e+000
9.993073810964104e-004	-1.032991e-017	0.000000e+000
1.000000000000000e-003	-2.271149e-017	0.000000e+000
