time	V(drain)	Id(M1)
0.000000000000000e+000	1.800000e+000	1.893129e-004
9.765624940649698e-012	1.798152e+000	1.892730e-004
1.953124988129940e-011	1.796304e+000	1.892479e-004
7.310267812714919e-010	1.662227e+000	1.881148e-004
1.442522312661685e-009	1.529431e+000	1.867052e-004
2.154017844051877e-009	1.397917e+000	1.850190e-004
2.865513375442070e-009	1.267684e+000	1.830564e-004
3.577008906832262e-009	1.138732e+000	1.808172e-004
4.288504438222455e-009	1.011062e+000	1.783015e-004
4.999999969612645e-009	8.846734e-001	1.755092e-004
6.893512718074598e-009	5.653740e-001	1.566551e-004
8.305615997211688e-009	3.616669e-001	1.262015e-004
9.574384024807779e-009	2.252555e-001	9.062449e-005
1.111322240759674e-008	1.125460e-001	5.114477e-005
1.191713726905367e-008	7.398256e-002	3.538355e-005
1.261046915353801e-008	5.266973e-002	2.576156e-005
1.340320569572062e-008	3.565953e-002	1.774368e-005
1.420853241269710e-008	2.366812e-002	1.192728e-005
1.497191573338215e-008	1.599390e-002	8.126176e-006
1.578238321571104e-008	1.052257e-002	5.377261e-006
1.653371780654410e-008	7.107055e-003	3.645297e-006
1.730411012601724e-008	4.788835e-003	2.462183e-006
1.819542639122368e-008	3.046671e-003	1.569240e-006
1.921337885345425e-008	1.816687e-003	9.369205e-007
2.040838136677461e-008	9.906311e-004	5.113501e-007
2.180561481623709e-008	4.881877e-004	2.521372e-007
2.352083123243630e-008	2.062005e-004	1.065327e-007
2.567023467403986e-008	7.039763e-005	3.637707e-008
2.854872056002433e-008	1.683001e-005	8.697398e-009
3.263497214098276e-008	2.007972e-006	1.037712e-009
8.953562035066305e-008	7.776247e-007	4.018733e-010
1.464362685603433e-007	-1.382179e-007	-7.143056e-011
2.033369167700236e-007	-7.395558e-007	-3.821997e-010
2.602375649797039e-007	-1.026389e-006	-5.304340e-010
3.171382131893842e-007	-9.987180e-007	-5.161336e-010
3.740388613990645e-007	-6.565421e-007	-3.392984e-010
4.309395096087446e-007	1.383923e-010	7.149836e-014
9.635580993658331e-004	-8.922984e-017	0.000000e+000
9.996909118658306e-004	-3.494921e-014	-8.433101e-017
1.000000000000000e-003	-5.123397e-014	-1.110223e-016
