0.000000000000000e+000	2.567651e-010	9.790844e-012
1.000000000000000e-004	2.570947e-010	9.816521e-012
2.000000000000000e-004	2.577626e-010	9.842263e-012
3.000000000000000e-004	2.584391e-010	9.868073e-012
4.000000000000000e-004	2.591113e-010	9.893951e-012
5.000000000000000e-004	2.597835e-010	9.919896e-012
6.000000000000001e-004	2.604644e-010	9.945908e-012
7.000000000000001e-004	2.611453e-010	9.971989e-012
8.000000000000002e-004	2.618262e-010	9.998137e-012
9.000000000000002e-004	2.625114e-010	1.002435e-011
1.000000000000000e-003	2.631922e-010	1.005064e-011
1.100000000000000e-003	2.638775e-010	1.007699e-011
1.200000000000000e-003	2.645714e-010	1.010341e-011
1.300000000000000e-003	2.652609e-010	1.012991e-011
1.400000000000000e-003	2.659505e-010	1.015647e-011
1.500000000000001e-003	2.666443e-010	1.018310e-011
1.600000000000001e-003	2.673426e-010	1.020980e-011
1.700000000000001e-003	2.680408e-010	1.023657e-011
1.800000000000001e-003	2.687347e-010	1.026340e-011
1.900000000000001e-003	2.694373e-010	1.029031e-011
2.000000000000001e-003	2.701442e-010	1.031729e-011
2.100000000000000e-003	2.708467e-010	1.034434e-011
2.200000000000000e-003	2.715536e-010	1.037146e-011
2.300000000000000e-003	2.722605e-010	1.039865e-011
2.400000000000000e-003	2.729717e-010	1.042591e-011
2.500000000000000e-003	2.736830e-010	1.045325e-011
2.599999999999999e-003	2.743942e-010	1.048065e-011
2.699999999999999e-003	2.751141e-010	1.050812e-011
2.799999999999999e-003	2.758297e-010	1.053567e-011
2.899999999999999e-003	2.765496e-010	1.056329e-011
2.999999999999999e-003	2.772739e-010	1.059098e-011
3.099999999999999e-003	2.779938e-010	1.061875e-011
3.199999999999998e-003	2.787180e-010	1.064658e-011
3.299999999999998e-003	2.794466e-010	1.067449e-011
3.399999999999998e-003	2.801752e-010	1.070247e-011
3.499999999999998e-003	2.809081e-010	1.073052e-011
3.599999999999998e-003	2.816410e-010	1.075865e-011
3.699999999999998e-003	2.823740e-010	1.078685e-011
3.799999999999997e-003	2.831069e-010	1.081513e-011
3.899999999999997e-003	2.838441e-010	1.084347e-011
3.999999999999998e-003	2.845901e-010	1.087190e-011
4.099999999999998e-003	2.853317e-010	1.090039e-011
4.199999999999998e-003	2.860732e-010	1.092896e-011
4.299999999999998e-003	2.868192e-010	1.095761e-011
4.399999999999999e-003	2.875694e-010	1.098633e-011
4.499999999999999e-003	2.883197e-010	1.101512e-011
4.599999999999999e-003	2.890700e-010	1.104399e-011
4.699999999999999e-003	2.898246e-010	1.107293e-011
4.800000000000000e-003	2.905792e-010	1.110195e-011
4.900000000000000e-003	2.913381e-010	1.113105e-011
5.000000000000000e-003	2.920971e-010	1.116022e-011
5.100000000000000e-003	2.928560e-010	1.118947e-011
5.200000000000001e-003	2.936236e-010	1.121879e-011
5.300000000000001e-003	2.943912e-010	1.124819e-011
5.400000000000001e-003	2.951545e-010	1.127767e-011
5.500000000000001e-003	2.959221e-010	1.130723e-011
5.600000000000002e-003	2.966941e-010	1.133686e-011
5.700000000000002e-003	2.974704e-010	1.136656e-011
5.800000000000002e-003	2.982467e-010	1.139635e-011
5.900000000000003e-003	2.990230e-010	1.142621e-011
